image,super_class,sub_class
Released_Data_NNDL_2025/train_images/train_images/723.jpg,bird,"oystercatcher, oyster catcher"
Released_Data_NNDL_2025/train_images/train_images/5468.jpg,bird,"oystercatcher, oyster catcher"
Released_Data_NNDL_2025/train_images/train_images/3830.jpg,bird,"oystercatcher, oyster catcher"
Released_Data_NNDL_2025/train_images/train_images/4935.jpg,bird,"oystercatcher, oyster catcher"
Released_Data_NNDL_2025/train_images/train_images/4296.jpg,bird,"oystercatcher, oyster catcher"
Released_Data_NNDL_2025/train_images/train_images/4382.jpg,bird,"oystercatcher, oyster catcher"
Released_Data_NNDL_2025/train_images/train_images/1708.jpg,bird,"oystercatcher, oyster catcher"
Released_Data_NNDL_2025/train_images/train_images/587.jpg,bird,"oystercatcher, oyster catcher"
Released_Data_NNDL_2025/train_images/train_images/1973.jpg,bird,"oystercatcher, oyster catcher"
Released_Data_NNDL_2025/train_images/train_images/688.jpg,bird,"oystercatcher, oyster catcher"
Released_Data_NNDL_2025/train_images/train_images/3924.jpg,bird,"oystercatcher, oyster catcher"
Released_Data_NNDL_2025/train_images/train_images/5656.jpg,bird,"oystercatcher, oyster catcher"
Released_Data_NNDL_2025/train_images/train_images/3725.jpg,bird,"oystercatcher, oyster catcher"
Released_Data_NNDL_2025/train_images/train_images/3986.jpg,bird,"oystercatcher, oyster catcher"
Released_Data_NNDL_2025/train_images/train_images/5444.jpg,bird,"oystercatcher, oyster catcher"
Released_Data_NNDL_2025/train_images/train_images/6012.jpg,bird,"oystercatcher, oyster catcher"
Released_Data_NNDL_2025/train_images/train_images/3011.jpg,bird,"oystercatcher, oyster catcher"
Released_Data_NNDL_2025/train_images/train_images/5701.jpg,bird,"oystercatcher, oyster catcher"
Released_Data_NNDL_2025/train_images/train_images/4510.jpg,bird,"oystercatcher, oyster catcher"
Released_Data_NNDL_2025/train_images/train_images/1289.jpg,bird,"oystercatcher, oyster catcher"
Released_Data_NNDL_2025/train_images/train_images/334.jpg,dog,"Afghan hound, Afghan"
Released_Data_NNDL_2025/train_images/train_images/543.jpg,dog,"Afghan hound, Afghan"
Released_Data_NNDL_2025/train_images/train_images/3179.jpg,dog,"Afghan hound, Afghan"
Released_Data_NNDL_2025/train_images/train_images/3697.jpg,dog,"Afghan hound, Afghan"
Released_Data_NNDL_2025/train_images/train_images/66.jpg,dog,"Afghan hound, Afghan"
Released_Data_NNDL_2025/train_images/train_images/1899.jpg,dog,"Afghan hound, Afghan"
Released_Data_NNDL_2025/train_images/train_images/3804.jpg,dog,"Afghan hound, Afghan"
Released_Data_NNDL_2025/train_images/train_images/2413.jpg,dog,"Afghan hound, Afghan"
Released_Data_NNDL_2025/train_images/train_images/3570.jpg,dog,"Afghan hound, Afghan"
Released_Data_NNDL_2025/train_images/train_images/1247.jpg,dog,"Afghan hound, Afghan"
Released_Data_NNDL_2025/train_images/train_images/6165.jpg,dog,"Afghan hound, Afghan"
Released_Data_NNDL_2025/train_images/train_images/1003.jpg,dog,"Afghan hound, Afghan"
Released_Data_NNDL_2025/train_images/train_images/3332.jpg,dog,"Afghan hound, Afghan"
Released_Data_NNDL_2025/train_images/train_images/1519.jpg,dog,"Afghan hound, Afghan"
Released_Data_NNDL_2025/train_images/train_images/1579.jpg,dog,"Afghan hound, Afghan"
Released_Data_NNDL_2025/train_images/train_images/5345.jpg,dog,"Afghan hound, Afghan"
Released_Data_NNDL_2025/train_images/train_images/5673.jpg,dog,"Afghan hound, Afghan"
Released_Data_NNDL_2025/train_images/train_images/4548.jpg,dog,"Afghan hound, Afghan"
Released_Data_NNDL_2025/train_images/train_images/4808.jpg,dog,"Afghan hound, Afghan"
Released_Data_NNDL_2025/train_images/train_images/2097.jpg,dog,"Afghan hound, Afghan"
Released_Data_NNDL_2025/train_images/train_images/791.jpg,dog,"Afghan hound, Afghan"
Released_Data_NNDL_2025/train_images/train_images/3678.jpg,dog,"Afghan hound, Afghan"
Released_Data_NNDL_2025/train_images/train_images/14.jpg,dog,"Afghan hound, Afghan"
Released_Data_NNDL_2025/train_images/train_images/939.jpg,dog,"Afghan hound, Afghan"
Released_Data_NNDL_2025/train_images/train_images/98.jpg,dog,"Afghan hound, Afghan"
Released_Data_NNDL_2025/train_images/train_images/4519.jpg,dog,"Afghan hound, Afghan"
Released_Data_NNDL_2025/train_images/train_images/721.jpg,dog,"Afghan hound, Afghan"
Released_Data_NNDL_2025/train_images/train_images/5379.jpg,dog,"Afghan hound, Afghan"
Released_Data_NNDL_2025/train_images/train_images/2163.jpg,dog,"Afghan hound, Afghan"
Released_Data_NNDL_2025/train_images/train_images/3483.jpg,dog,"Afghan hound, Afghan"
Released_Data_NNDL_2025/train_images/train_images/1457.jpg,dog,"Afghan hound, Afghan"
Released_Data_NNDL_2025/train_images/train_images/982.jpg,dog,"Afghan hound, Afghan"
Released_Data_NNDL_2025/train_images/train_images/5281.jpg,dog,"Afghan hound, Afghan"
Released_Data_NNDL_2025/train_images/train_images/3706.jpg,dog,"Afghan hound, Afghan"
Released_Data_NNDL_2025/train_images/train_images/5274.jpg,dog,"Afghan hound, Afghan"
Released_Data_NNDL_2025/train_images/train_images/5234.jpg,dog,"Afghan hound, Afghan"
Released_Data_NNDL_2025/train_images/train_images/2786.jpg,dog,"Afghan hound, Afghan"
Released_Data_NNDL_2025/train_images/train_images/632.jpg,dog,"Afghan hound, Afghan"
Released_Data_NNDL_2025/train_images/train_images/2622.jpg,dog,"Afghan hound, Afghan"
Released_Data_NNDL_2025/train_images/train_images/4387.jpg,dog,"Afghan hound, Afghan"
Released_Data_NNDL_2025/train_images/train_images/3084.jpg,dog,"Afghan hound, Afghan"
Released_Data_NNDL_2025/train_images/train_images/1749.jpg,dog,"Afghan hound, Afghan"
Released_Data_NNDL_2025/train_images/train_images/5414.jpg,dog,"Afghan hound, Afghan"
Released_Data_NNDL_2025/train_images/train_images/1420.jpg,dog,"Afghan hound, Afghan"
Released_Data_NNDL_2025/train_images/train_images/5365.jpg,dog,"Afghan hound, Afghan"
Released_Data_NNDL_2025/train_images/train_images/3471.jpg,dog,"Afghan hound, Afghan"
Released_Data_NNDL_2025/train_images/train_images/5599.jpg,dog,"Afghan hound, Afghan"
Released_Data_NNDL_2025/train_images/train_images/3716.jpg,dog,"Afghan hound, Afghan"
Released_Data_NNDL_2025/train_images/train_images/3845.jpg,dog,"Afghan hound, Afghan"
Released_Data_NNDL_2025/train_images/train_images/1778.jpg,dog,"Afghan hound, Afghan"
Released_Data_NNDL_2025/train_images/train_images/4065.jpg,dog,"Afghan hound, Afghan"
Released_Data_NNDL_2025/train_images/train_images/2398.jpg,dog,"Afghan hound, Afghan"
Released_Data_NNDL_2025/train_images/train_images/5313.jpg,dog,"Afghan hound, Afghan"
Released_Data_NNDL_2025/train_images/train_images/738.jpg,dog,"Afghan hound, Afghan"
Released_Data_NNDL_2025/train_images/train_images/302.jpg,dog,"Afghan hound, Afghan"
Released_Data_NNDL_2025/train_images/train_images/4561.jpg,dog,"Afghan hound, Afghan"
Released_Data_NNDL_2025/train_images/train_images/5039.jpg,dog,"Afghan hound, Afghan"
Released_Data_NNDL_2025/train_images/train_images/470.jpg,dog,"Afghan hound, Afghan"
Released_Data_NNDL_2025/train_images/train_images/4360.jpg,dog,"Afghan hound, Afghan"
Released_Data_NNDL_2025/train_images/train_images/219.jpg,dog,"Afghan hound, Afghan"
Released_Data_NNDL_2025/train_images/train_images/1559.jpg,dog,"Afghan hound, Afghan"
Released_Data_NNDL_2025/train_images/train_images/2159.jpg,dog,"Afghan hound, Afghan"
Released_Data_NNDL_2025/train_images/train_images/2989.jpg,dog,"Afghan hound, Afghan"
Released_Data_NNDL_2025/train_images/train_images/710.jpg,dog,"Afghan hound, Afghan"
Released_Data_NNDL_2025/train_images/train_images/24.jpg,dog,"Afghan hound, Afghan"
Released_Data_NNDL_2025/train_images/train_images/3707.jpg,dog,"Afghan hound, Afghan"
Released_Data_NNDL_2025/train_images/train_images/2397.jpg,dog,"Afghan hound, Afghan"
Released_Data_NNDL_2025/train_images/train_images/4616.jpg,dog,"Afghan hound, Afghan"
Released_Data_NNDL_2025/train_images/train_images/5745.jpg,dog,"Afghan hound, Afghan"
Released_Data_NNDL_2025/train_images/train_images/4053.jpg,dog,"Afghan hound, Afghan"
Released_Data_NNDL_2025/train_images/train_images/4135.jpg,dog,"Afghan hound, Afghan"
Released_Data_NNDL_2025/train_images/train_images/6187.jpg,dog,"Afghan hound, Afghan"
Released_Data_NNDL_2025/train_images/train_images/2993.jpg,dog,"Afghan hound, Afghan"
Released_Data_NNDL_2025/train_images/train_images/805.jpg,dog,"Afghan hound, Afghan"
Released_Data_NNDL_2025/train_images/train_images/1239.jpg,dog,"Afghan hound, Afghan"
Released_Data_NNDL_2025/train_images/train_images/4703.jpg,dog,"Afghan hound, Afghan"
Released_Data_NNDL_2025/train_images/train_images/5480.jpg,dog,"Afghan hound, Afghan"
Released_Data_NNDL_2025/train_images/train_images/5128.jpg,dog,"Afghan hound, Afghan"
Released_Data_NNDL_2025/train_images/train_images/2129.jpg,dog,"Afghan hound, Afghan"
Released_Data_NNDL_2025/train_images/train_images/5062.jpg,dog,"Afghan hound, Afghan"
Released_Data_NNDL_2025/train_images/train_images/685.jpg,dog,"Afghan hound, Afghan"
Released_Data_NNDL_2025/train_images/train_images/5539.jpg,dog,"Afghan hound, Afghan"
Released_Data_NNDL_2025/train_images/train_images/971.jpg,dog,"Afghan hound, Afghan"
Released_Data_NNDL_2025/train_images/train_images/3803.jpg,dog,"Afghan hound, Afghan"
Released_Data_NNDL_2025/train_images/train_images/1737.jpg,dog,"Afghan hound, Afghan"
Released_Data_NNDL_2025/train_images/train_images/5709.jpg,dog,"Afghan hound, Afghan"
Released_Data_NNDL_2025/train_images/train_images/5535.jpg,dog,"Afghan hound, Afghan"
Released_Data_NNDL_2025/train_images/train_images/2.jpg,dog,"Afghan hound, Afghan"
Released_Data_NNDL_2025/train_images/train_images/3674.jpg,dog,"Afghan hound, Afghan"
Released_Data_NNDL_2025/train_images/train_images/847.jpg,dog,"Afghan hound, Afghan"
Released_Data_NNDL_2025/train_images/train_images/3963.jpg,dog,Shih-Tzu
Released_Data_NNDL_2025/train_images/train_images/2360.jpg,dog,Shih-Tzu
Released_Data_NNDL_2025/train_images/train_images/3718.jpg,dog,Shih-Tzu
Released_Data_NNDL_2025/train_images/train_images/975.jpg,dog,Shih-Tzu
Released_Data_NNDL_2025/train_images/train_images/2787.jpg,dog,Shih-Tzu
Released_Data_NNDL_2025/train_images/train_images/2449.jpg,dog,Shih-Tzu
Released_Data_NNDL_2025/train_images/train_images/2037.jpg,dog,Shih-Tzu
Released_Data_NNDL_2025/train_images/train_images/2530.jpg,dog,Shih-Tzu
Released_Data_NNDL_2025/train_images/train_images/5201.jpg,dog,Shih-Tzu
Released_Data_NNDL_2025/train_images/train_images/4247.jpg,dog,Shih-Tzu
Released_Data_NNDL_2025/train_images/train_images/1429.jpg,dog,Shih-Tzu
Released_Data_NNDL_2025/train_images/train_images/4791.jpg,dog,Shih-Tzu
Released_Data_NNDL_2025/train_images/train_images/1634.jpg,dog,Shih-Tzu
Released_Data_NNDL_2025/train_images/train_images/168.jpg,dog,Shih-Tzu
Released_Data_NNDL_2025/train_images/train_images/1883.jpg,dog,Shih-Tzu
Released_Data_NNDL_2025/train_images/train_images/4467.jpg,dog,Shih-Tzu
Released_Data_NNDL_2025/train_images/train_images/214.jpg,dog,Shih-Tzu
Released_Data_NNDL_2025/train_images/train_images/5137.jpg,dog,Shih-Tzu
Released_Data_NNDL_2025/train_images/train_images/2891.jpg,dog,Shih-Tzu
Released_Data_NNDL_2025/train_images/train_images/3072.jpg,dog,Shih-Tzu
Released_Data_NNDL_2025/train_images/train_images/5677.jpg,dog,Shih-Tzu
Released_Data_NNDL_2025/train_images/train_images/4169.jpg,dog,Shih-Tzu
Released_Data_NNDL_2025/train_images/train_images/2044.jpg,dog,Shih-Tzu
Released_Data_NNDL_2025/train_images/train_images/6127.jpg,dog,Shih-Tzu
Released_Data_NNDL_2025/train_images/train_images/1432.jpg,dog,Shih-Tzu
Released_Data_NNDL_2025/train_images/train_images/2244.jpg,dog,Shih-Tzu
Released_Data_NNDL_2025/train_images/train_images/2061.jpg,dog,Shih-Tzu
Released_Data_NNDL_2025/train_images/train_images/2204.jpg,dog,Shih-Tzu
Released_Data_NNDL_2025/train_images/train_images/4644.jpg,dog,Shih-Tzu
Released_Data_NNDL_2025/train_images/train_images/4148.jpg,dog,Shih-Tzu
Released_Data_NNDL_2025/train_images/train_images/2967.jpg,dog,Shih-Tzu
Released_Data_NNDL_2025/train_images/train_images/4490.jpg,dog,Shih-Tzu
Released_Data_NNDL_2025/train_images/train_images/4686.jpg,dog,Shih-Tzu
Released_Data_NNDL_2025/train_images/train_images/4183.jpg,dog,Shih-Tzu
Released_Data_NNDL_2025/train_images/train_images/2583.jpg,dog,Shih-Tzu
Released_Data_NNDL_2025/train_images/train_images/4787.jpg,dog,Shih-Tzu
Released_Data_NNDL_2025/train_images/train_images/2721.jpg,dog,Shih-Tzu
Released_Data_NNDL_2025/train_images/train_images/1724.jpg,dog,Shih-Tzu
Released_Data_NNDL_2025/train_images/train_images/1330.jpg,dog,Shih-Tzu
Released_Data_NNDL_2025/train_images/train_images/1889.jpg,dog,Shih-Tzu
Released_Data_NNDL_2025/train_images/train_images/3166.jpg,dog,Shih-Tzu
Released_Data_NNDL_2025/train_images/train_images/1038.jpg,dog,Shih-Tzu
Released_Data_NNDL_2025/train_images/train_images/4968.jpg,dog,Shih-Tzu
Released_Data_NNDL_2025/train_images/train_images/3.jpg,dog,Shih-Tzu
Released_Data_NNDL_2025/train_images/train_images/5045.jpg,dog,Shih-Tzu
Released_Data_NNDL_2025/train_images/train_images/797.jpg,dog,Shih-Tzu
Released_Data_NNDL_2025/train_images/train_images/175.jpg,dog,Shih-Tzu
Released_Data_NNDL_2025/train_images/train_images/5007.jpg,dog,Shih-Tzu
Released_Data_NNDL_2025/train_images/train_images/1600.jpg,dog,Shih-Tzu
Released_Data_NNDL_2025/train_images/train_images/6141.jpg,dog,Shih-Tzu
Released_Data_NNDL_2025/train_images/train_images/6282.jpg,dog,Shih-Tzu
Released_Data_NNDL_2025/train_images/train_images/4287.jpg,dog,Shih-Tzu
Released_Data_NNDL_2025/train_images/train_images/4710.jpg,dog,Shih-Tzu
Released_Data_NNDL_2025/train_images/train_images/6078.jpg,dog,Shih-Tzu
Released_Data_NNDL_2025/train_images/train_images/1452.jpg,dog,Shih-Tzu
Released_Data_NNDL_2025/train_images/train_images/1924.jpg,dog,Shih-Tzu
Released_Data_NNDL_2025/train_images/train_images/830.jpg,dog,Shih-Tzu
Released_Data_NNDL_2025/train_images/train_images/88.jpg,dog,Shih-Tzu
Released_Data_NNDL_2025/train_images/train_images/5818.jpg,dog,Shih-Tzu
Released_Data_NNDL_2025/train_images/train_images/5250.jpg,dog,Shih-Tzu
Released_Data_NNDL_2025/train_images/train_images/4597.jpg,dog,Shih-Tzu
Released_Data_NNDL_2025/train_images/train_images/3897.jpg,dog,Shih-Tzu
Released_Data_NNDL_2025/train_images/train_images/653.jpg,dog,Shih-Tzu
Released_Data_NNDL_2025/train_images/train_images/5630.jpg,dog,Shih-Tzu
Released_Data_NNDL_2025/train_images/train_images/6015.jpg,dog,Shih-Tzu
Released_Data_NNDL_2025/train_images/train_images/2095.jpg,dog,Shih-Tzu
Released_Data_NNDL_2025/train_images/train_images/1518.jpg,dog,Shih-Tzu
Released_Data_NNDL_2025/train_images/train_images/6081.jpg,dog,Shih-Tzu
Released_Data_NNDL_2025/train_images/train_images/1283.jpg,dog,Shih-Tzu
Released_Data_NNDL_2025/train_images/train_images/3900.jpg,dog,Shih-Tzu
